brand,alias
meru,меру
colline,колине
cabardes,кабардес
pfalz,пфальц
malcorta,малькорта
franck,франк
robin,робин
golitsyn,голицына
tierra,тьерра
silvergum,сильвергам
negra,негра
viu,вью
dellisimo,деллисимо
gazin,газен
tesoro,тезоро
marialva,мариалва
barcelo,барсело
calon,калон
negro,негро
erste,эрсте
soumanlos,соуманлос
douro,доуро
listel,листель
robles,роблес
fino,фино
muskotaly,мускотали
d'asti,дасти
verdicchio,вердиккио
sanz,санс
grain,грэн
toro,торо
nada,нада
flagstone,флагстон
serre,серре
cuatro,кватро
undurraga,ундуррага
sovana,ована
bush,буш
nipozzano,нипоццано
mariniere,мариньер
feudi,феуди
cava,кава
greek,грик
tarapaca,тарапака
autoritas,ауторитас
blauburger,блаубургер
picampeau,пикампо
arthur,артур
serra,серра
lago,лаго
guigal,гигаль
dolcetto,дольчетто
roseline,розелин
rieussec,рьесек
medalla,медаль
late,лэйт
kumala,кумала
latour,латур
temprana,темпрана
mano,мано
turner,тернер
carlo,карло
pluvium,плувиум
espadeiro,эспадейро
gun,ган
belguardo,белгвардо
gloria,глория
rive,рив
chante,шант
fonfroide,фонфруад
donnaluce,донналуче
buisson,бюссон
d'issan,д'иссан
scolca,сколька
mandelotte,манделот
vinha,винья
les,люре
vaisinerie,вэзинери
stowford,стоуфорд
goldmuskateller,гольдмускателлер
lafont,лафон
bosmel,бомель
linfa,линфа
ice,айс
artos,артос
grignon,грийон
oustric,устрик
d'avola,д`авола
rias,риас
manent,манент
turpino,турпино
clarum,кларум
bourdieu,бурдьё
vintner's,винтнес
portale,портале
graves,грав
evensong,ивенсонг
chablis,шабли
havana,гавана
hacienda,асиенда
meander,меандер
mozart,моцарт
petite,петит
massandra,массандра
lupo,лупо
casarena,касарена
dead,дэд
riserva,ризерва
pampini,пампини
delord,делор
venezie,венецие
comte,комт
black,блэк
ratti,ратти
caractere,карактер
fongiras,фонжира
ducale,дукале
saint-romen,сен-ромэн
robla,робла
nenin,ненен
cadenas,каденас
rocche,роч
chene,шен
bacio,бачо
floralis,флоралис
cervera,сервера
vespa,веспа
florian,флориан
toskana,тоскано
nenin,ненан
barrica,баррика
tuna,туна
old,олд
expressions,экспрешнс
california,калифорния
pasqua,паскуа
national,националь
capezzana,капеццана
hesperia,хеспериа
onix,оникс
sangiovese-merlot,санджовезе-мерло
segredos,сегредуш
whistling,вистлинг
natura,натура
valdebellon,вальдебельон
devalbert,девальбер
moet,моэт
familia,фамилия
senorans,сеньоранс
tilenus,тиленус
valle,валле
jagermeister,егермайстер
griffons,гриффон
tassinaia,тассинайа
extra,экстра
bacardi,бакарди
corve,корве
orvieto,орвието
roussillon,руссильон
world`s,ворлдс
haras,арас
merendeiro,мерендейро
falcole,фальколе
vita,вита
rio,рио
lavergne,лавернь
mon,мой
poggiarello,поджарелло
taso,тасо
grandes,грандес
correges,корреж
morgassi,моргасси
madax,мадакс
del,дель
soprano,сопрано
fine,фин
ribolla,риболла
albarella,альбарелла
pastel,пастэль
sud,сюд
terramane,террамане
albarino,альбариньо
seashore,сишор
spur,спур
marema,марема
manenti,маненти
d'arche,д'арш
sarget,сарже
senda,сенда
edc,идс
grenache,гренаш
terras,террас
methode,метод
fonreaud,фонро
barbara,барбара
beira,бейра
cove,ков
titulus,титулус
croix-violette,круа-виолет
dew,дью
vostock,восток
boyd-cantenac,бойд-кантенак
fortius,фортиус
baccarossa,баккаросса
padouen,падуэн
barton,бартон
lordelo,лорделу
montecore,монтекоре
mongie,монжи
jean-max,жан-макс
pipa,пипа
santagostino,сантагостино
mastro,мастро
ripe,райп
montenegrin,монтенегрин
perenne,перенн
echo,эхо
moulin,мулен
garde,гард
costalunga,косталунга
naia,найа
margheria,маргериа
isla,исла
town,таун
trucha,труча
lacryma,лакрима
ruffino,руффино
d’abruzzo,д’абруццо
seleccionada,селексьонада
footbolt,футболт
sodole,содоле
nora,нора
evidence,эвиденс
felluga,феллуга
verdot-merlot,вердо-мерло
label,лейбл
seguret,сегюре
abbotts,аббот
pomerol,помероль
abel,абель
l'eglise,л'эглиз
cremant,креман
solosole,солосоле
sartori,сартори
senilhac,сенилак
sheridan's,шериданс
superiore,суперьере
mateus,матеуш
entre,энтре
bataneros,батанерос
pombrede,помбрэд
magnum,магнум
senorio,сеньорио
modello,моделло
monbrison,монбризон
balbo,бальбо
trellis,треллис
pintxos,пинтхос
verdot,вердо
quinta,квинта
satinela,сатинела
macarthur's,макартур'с
ulisse,улиссе
d'avola-cabernet,д'авола-каберне
bella,белла
espiritu,эспириту
camerlano,камерлано
helena,элена
luz,луз
ducento,дученто
corbeton,корбетон
insight,инсайт
soprasasso,сопрасассо
lafitte,лафит
dauzac,дозак
pichon,пишон
roc,рок
valdemar,валдемар
uva,ува
lindsay,линдсей
duca,дука
gramolere,грамолере
glenmorangie,гленморанджи
rider,райдер
manseng,мансенг
tempranillo-cabernet,темпранильо-каберне
spago,спаго
l'orangerie,л’оранжери
retsina,рецина
altobelli,алтобелли
aneto,нето
mios,моис
cherny,черный
fiorenzo,фьоренцо
campillo,кампильо
delatour,делатур
saint-joseph,сен-жозеф
vizija,визия
civaie,чивайе
bosco,боско
mes,мои
garden,гарден
steinagrund,штайнангрунд
paris,пари
bosio,бозио
tormaresca,тормареска
bata,батар
sangue,сангуэ
palazzo,палаццо
sant,сант
cirsus,сирсус
chivas,чивас
belfort,белфор
capoeira,капоэйра
santa,санта
shiraz,шираз
charmes,шарм
palo,пало
comune,коммуне
superiore,суперьоре
guado,гуадо
finca,мина
cupole,куполе
baixas,байшас
latitude,латитюд
emi,эми
sangiovese,санджовезе
speri,спери
alexandro,алехандро
tricon,трикон
trinita,тринита
ferme,ферм
mapu,мапу
bizot,бизо
soave,соаве
gergenti,джердженти
edelweiss,эдельвейс
joven,ховен
massa,масса
neri,нери
doc,дофи
agostino,агостино
nadaria,надария
vista,виста
max,макс
tarambola,тарамбола
weinbauer,вайнбауэр
mathilda,матильда
hill,хилл
miguel,мигель
cleto,клето
reale,реале
terroirs,терруар
amo,амо
velho,вельо
rich,рич
pontormo,понтормо
takar,такар
fazi,фацци
roche,ларош
plana,плана
tandem,тандем
spirits,спиритс
rouget,руже
larmande,ларманд
demoiselle,демуазель
gandia,гандия
navarra,наварра
beaurevoir,боревуар
rosado,розадо
armenia,армения
folatieres,фолатьер
uruguay,уругвай
salentein,салентейн
cardenal,карденал
torrontes,торронтес
rimo,римо
guinardera,гуинардера
dale,дэйл
giuseppe,джузеппе
capilla,капилла
cooperativa,кооператива
claustros,клаустрос
gabriel,габриэль
d'argile,д'аржиль
komaros,комарос
clapiere,клапьер
bellecour,бэлькур
walch,вальх
daschbosch,дашбош
albe,альбе
salentino,салентино
elegante,элегант
mira,мира
terramater,терраматер
phenicia,фенисия
perl,перл
bannister,баннистер
plata,плата
racing,рейсинг
magrez,магре
cellar,селлер
gombeau,гомбо
prince,пренс
aranwa,аранва
lan,лан
capofosso,капофоссо
mosen,мосен
pays,пеи
cascina,кашина
especial,спешиал
lindsay,линдсэй
radda,радда
colome,коломе
valdepenas,вальдепеньяс
virou,винь
tedeschi,тедески
friuli,фриули
gantelet,гантеле
scansano,сканзано
pradorey,прадорэй
vulcanus,вулканус
tua,туа
tengo,тенго
cos,кос
byzantium,бизантиум
roeno,роено
pontellon,понтейон
khvanchkara,хванчкара
palari,палари
olberg,ольберг
canti,канти
francoise,франсуаза
estate,эстэйт
roero,роеро
saperavi-krasnostop,саперави-красностоп
anglona,англона
lucia,лучиа
bairrada,беррада
uniao,унио
livernano,ливернано
christi,кристи
ripasso,рипасо
stamp,стэмп
enantio,энантио
château,мазо
grola,грола
mediterrannee,медитерраннэ
frassin,фрассино
tide,тайд
bastardo,бастардо
angove,ангов
l'antique,л'антик
foral,форал
thelema,телема
zorita,зорита
monterrey,монтеррей
huber,хубер
tinto,тинто
equilibrio,экилибрио
tufo,туфо
priara,приара
franc,фран
duhart-milon,дуар-милон
cote-rotie,кот-роти
wairarapa,вайрарапа
marsala,марсала
chenin,шенэн
terras,терас
valiano,валиано
anakena,анакена
lafleur,ляфлер
granges,гранж
rod,род
bugiardo,буджардо
torcalvano,торкальвано
montefalco,монтефалько
tavridia,тавридия
malandes,маланде
vin,вэн
salvalai,сальвалай
felgueiras,фелгейрас
gebrat,жебра
blauburgunder,блаубургундер
alberto,альберто
melaspina,меласпина
nunzi,нунци
epenots,эпено
eaglehawk,иглхоук
chenin,шенен
pampas,пампас
smith,смит
uru,уру
tiranno,тиранно
carmelitani,кармелитани
sordo,сордо
picaro,пикаро
gordon's,гордонс
cadet,каде
monbousquet,монбуске
aperol,апероль
reample,реампле
konrad,конрад
infantes,инфантес
quarz,кварц
belleza,беллеца
france,франс
fornaci,форначи
brunito,брунито
shardonnay,шардоне
altisano,альтизано
sacre,сакре
via,виа
liebre,льебре
brigaldara,бригальдара
nerello,нерелло
chiaramonte,кьярамонте
guibot,гибо
corleo,корлео
samas,самас
agsufra,ахсуфра
grazing,грэзинг
boca,бока
ravera,равера
valdepablo,вальдепабло
sempre,семпре
courvoisier,курвуазье
saligny,салиньи
tawny,тони
scala,скала
palmira,пальмира
protos,протос
granitiers,гранитье
lias,лиас
vicende,висенте
syrah,сира
allees,алле
falls,фоллс
montalbano,монтальбано
lamone,ламоне
aligote,алиготе
romualdo,ромуальдо
crutin,крутин
vincenzo,винченцо
face,фейс
freres,фрер
prestige,престиж
good,гуд
della,делла
borro,борро
doll,долл
aldea,альдеа
bejot,бежо
ocra,окра
carraia,каррайя
bestheim,бестхайм
lacombe,лакомб
laville,лавиль
hoya,ойя
pur,пур
steiner,штайнер
aoc,парк
geyser,гейзер
gaseno,газено
sant'antimo,сант'антимо
tawny,тауни
monvigliero,монвильеро
redrescul,редрескюль
reserva,резерва
transatlantic,трансатлантик
expert,эксперт
agnvs,агнус
mare,маре
aine,эне
jean,жан
natale,натале
brancott,бранкотт
fiorato,фьорато
solaris,соларис
babich,бабич
weissburgunder,вайсбургундер
followers,фолловерс
dereszla,дересла
fizzano,фиццано
monkey,манки
beerenauslese,беренауслезе
cheverny,шеверни
aduentus,адуэнтус
somontano,сомонтано
stockwerk,штокверк
casa,каза
elena,лена
castenet,кастене
yago,яго
ochetti,окетти
tio,тио
ibericos,иберикос
luberon,люберон
amiral,адмираль
naia,найя
crios,криос
nebbiolo,неббиоло
gineprone,джинепроне
bardolino,бардолино
magredi,магреди
truffle,траффл
escarjean,эскаржан
tempranillo,темпранильо
afrikaa,африкаа
ikon,икон
montil,монтиль
maar,маар
cari,кари
horse,хорс
nelson,нельсон
kaiken,кайкен
lluna,ллуна
fussigny,фуссини
barrile,барриле
giallo,джало
loir,луар
beaujolais-villages,божоле-вилляж
series,сириез
creek,крик
madiran,мадиран
bourgogne,бургунь
anura,анура
lion's,лайонс
cassiopea,кассиопея
fixin,фисен
ilerco,илерко
moras,морас
ridge,ридж
vella,велла
prova,прова
beaulieu,болье
bellingham,беллингем
annereaux,аннеро
malabarista,малабариста
luigi,луиджи
comune,комуне
rasa,раса
filitti,филитти
campobello,кампобелло
piccolomini,пикколомини
bel,бель
redwood,редвуд
montagne,монтань
pouilly-fuisse,пуйи-фюссе
grovers,гроверс
fleurie,флёри
grigio,гриджо
romitorio,ромиторио
dolce,дольче
verzella,верцелла
charpas,шарпас
edwards,эдвардс
coulonge,кулонж
ager,агер
nals-margreid,нальс-маргрейд
albeo,альбео
eschenauer,эшенауэр
the,тейк
costera,костера
toros,торос
interlude,интерлюд
cobb,кобб
rodaro,родаро
estoras,эсторас
blandy's,блендис
carnival,карнивал
pepe,пепе
andre,андрэ
nova,нова
andre,андре
forte,форте
radford,рэдфорд
gato,гато
guestier,гестье
rossojbleo,россоиблео
domashnee,домашнее
utti,утти
tessellae,тесселлае
coronas,коронас
wolf,вольф
sabatiere,сабатьер
petit,пти
akhasheni,ахашени
südtirol,зюдтироль
grinon,гриньон
cnoc,нок
blange,бланже
volatinero,волатинеро
baikal,байкал
nakhimov,нахимов
imprime,имприме
goruli,горули
tall,толл
lobos,лобуш
vendimia,вендимия
emporio,эмпорио
cuvee,кюве
speyburn,спейберн
hoyales,ойалес
wente,венте
domaine,домен
rauzan,розан
mondoro,мондоро
catarratto,катарато
casillero,казильеро
emotion,эмосьон
hess,хесс
perticato,пертикато
hunter,хантер
castillo,кастилло
colombo,коломбо
scooter,скутер
vranec,вранец
biserno,бизерно
peppoli,пепполи
wieden,виден
montefiascone,монтефиасконе
ranch,ренч
lagar,лагар
clos,клос
mislet,мизлет
white,уайт
castelvecchio,кастельвеккио
rosieres,розьер
mencia,менсия
coldisole,колдизоле
plicatilis,пликатилис
areni-karmraut,арени-кармрают
personnelle,персоннель
chardonnay,шардонне
santola,сантола
enrico,энрико
only,оунли
finest,файнест
enseda,энседа
monastrell-tempranillo,монастрель-темпранильо
greenalls,гриноллс
leda,леда
merlot-malbec,мерло-мальбек
colombine,коломбин
lawson's,лоусонс
faro,фаро
kremser,кремзер
ruffini,руффини
peccatore,пеккаторе
trumpeter,трумпетер
argento,аргенто
montemar,монтемар
prima,прима
barbona,барбона
clemente,клемант
bussac,бюссак
skelter,скелтер
poderi,подери
rockford,рокфорд
regaleali,регалеали
pancole,панколе
red,ред
marani,марани
omnes,омнес
lisboa,лисбоа
mukuzani,мукузани
terminus,терминус
punto,пунто
spatburgunder,шпетбургундер
contessa,контесса
troia,троя
nacional,насьонал
valley,вели
cabernet,каберне
route,рут
crispino,криспино
otto,отто
alfieri,алфиери
ayles,айлес
franz,франц
pacifico,пасифико
ora,ора
gruzinskoe,грузинское
forever,фореве
magari,магари
potensac,потенсак
nirane,ниране
tempranillo-malbec,темпранильо-мальбек
d'avola,давола
reserva,ресерва
picheron,пишерон
furmint,фурминт
pinotage,пинотаж
d'anjou,д`анжу
lafaurie,лафори
dehesa,дехеса
imperial,империал
palazzetto,палаццетто
abadia,абадиа
dominio,доминио
henry,анри
italo,итало
jolliet,жолье
campaltino,компалтино
lergenmuller,лергенмюллер
chateauneuf-du-pape,шатонеф-дю-пап
vosne-romanee,вон-романе
granits,грани
malcas,малькас
bouchon,бушон
wagner,вагнер
sardasol,сардасоль
champteloup,шамтелу
kvareli,кварели
fussigny,фуссиньи
villa,вилла
fiordaliso,фьордализо
vertigo,вертиго
tradition,традисьон
senesi,сенези
vecchia,веккиа
green,грин
absolut,абсолют
d'anjou,д’анжу
elysis,элизис
milia,милья
d'avola,д'аволо
estate,истейт
semisweet,семисвит
prayla,прайла
salento,саленто
inmacula,инмакула
cabernet-saperavi,каберне-саперави
aragonesas,арагонесас
jadot,жадо
uberacker,юберакер
tempranillo,темпраниль
della,дэлла
waltraud,вальтрауд
falestro,фалестро
cacciatora,каччиатора
santenay,сантенэ
mayacaba,майакаба
victoria,викториа
vento,венто
gewurztraminer,гевюрцтаминер
vega,вега
albert,альберт
due,дуэ
abrantes,абрантеш
lac,лак
hills,хиллс
symphonie,симфони
greto,гретто
yerevan,ереван
abbona,аббона
carignan,кариньян
lagraviere,лагравьер
sur,сур
trebbiano,треббяно
lakefield,лейкфилд
vina,виура
volte,вольте
refosco,рефоско
pata,пата
baby,бэби
gigondas,жигондас
doudet,дудэ
dies,диес
dopff,допфф
montefusta,монтефуста
anejo,аньехо
zupa,зупа
sil,силь
breckin,брекин
vosc,воск
veraz,верас
cristo,кристо
italo,тало
nuove,нуове
recioto,речото
marzano,марцано
whynot,вайнот
greenall's,гринолл'с
giara,джара
cortemaggio,кортемаджо
cabreo,кабрео
more,море
abkhazia,абхазии
alves,альвеш
breckin,брэкин
grand-puy-lacoste,гран-пюи-лакост
oberto,оберто
malbec-cabernet,мальбек-каберне
labarca,лабарка
sandstein,сандштайн
pasteur,пастор
muse,мюз
cru,руа
grecanico,греканико
maschito,маскито
muscat,мускат
hugo,хуго
concha,конча
garriga,гаррига
col,кол
fruit,фрут
pasion,пасьон
paesi,паэзи
marques,маркес
moine,муан
soleil,солей
castel,кастэль
umbra,умбра
lontano,лонтано
regal,ригал
tapada,тапада
colombi,коломби
anadas,аньядас
vellut,веллют
antaño,антаньо
coutet,кутэ
tavel,тавель
cowslip,кауслип
phelan,фелан
muskat,мускат
valdemar,вальдемар
loureiro,лоурейро
amabile,амабиле
magdalena,магдалена
alamos,аламос
feudo,феудо
gris,гри
luna,луна
carano,карано
inu,ину
ventus,вентус
rappaio,раппайо
valero,балеро
kloster,клостер
gaggio,гаджио
kindzmarauli,киндзмараули
faviere,фавьер
grande,гранд
ceo,сео
funambulista,фунамбулиста
posada,посада
altos,альтос
polo,поло
morar,морар
grand,гран
crucillon,крусийон
bag-in-box,бэг-ин-бокс
vinem,винем
nero,пер
cinghiale,чингиале
medium-sweet,медиум-свит
verdier,вердье
bussia,буссия
comtesse,контесс
gattavecchi,гаттавекки
riunite,риуните
syrah,сила
gascogne,гасконь
languedoc,лангедок
matua,матуа
d’alba,д'альба
especial,эспесиаль
saint,сэн
chevalier,шевалье
scaia,скайя
kögl,кёгль
princes,принс
calcis,кальсис
raices,райсес
chardonnay,шардоне
camargue,камарг
cornaro,корнаро
airen,айрен
prunotto,прунотто
appassimento,аппассименто
d'oro,доро
bessole,бессоле
mortagua,мортагуа
hope,хоуп
marceaux,марсо
blaufrankisch,блауфранкиш
kremstal,кремсталь
entre,энтри
terreliade,террелиаде
vistaflor,вистафлор
boutinot,бутино
haas,хаас
adige,адидже
cecchi,чекки
valvert,вальверт
esterhazy,эстерхази
lafleur,лафлер
molin,молин
otonal,отоняль
deus,деус
conti,конти
neive,неиве
ramino,рамино
laweiss,лавейс
hankey,ханки
gottweiger,гёттвайгер
groletta,гролетта
jacobins,жакобэн
mencos,менкос
tournon,турнон
vini,вини
central,сентрал
quixote,кихот
roberto,роберто
kangun,кангун
albrecht,альбрешт
malatestiane,малатестиане
nexus,нексус
antano,антаньо
ribera,рибера
wurzgarten,вюрцгартен
verona,верона
otinano,отиньяно
trapiche,трапиче
shanty,шанти
vivanco,виванко
grasevina,грашевина
greenock,гринок
piuma,пьюма
mirre,мирре
paiara,паяра
oronta,оронта
pommard,поммар
matulan,матулан
albert,альбер
vino,вишня
carta,карта
dune,дюне
tall,тол
aretino,аретино
palme,пальме
mocho,мочо
cabernet-pinot,каберне-пино
all’uso,аллузо
manon,манон
leiten,ляйтен
introl,интроль
rustiche,рустике
cloof,клуф
contorsionista,конторсиониста
australia,австралия
ormes,орм
pian,пиан
neris,нерис
capichera,капикера
superiore,супериоре
bages,баж
belouve,белув
atauta,атаута
plantier,плантьер
arm,арм
santenots,сантено
petri,петри
palio,пальо
sol,соль
von,фон
chai,чай
valley,валлей
riverina,риверина
altos,алтос
inkerman,инкерман
des,дюн
donjon,донжон
acrobata,акробата
firmian,фирмиан
pavillon,павильон
romaneira,руманейра
carlos,карлос
sevre,сэвр
camensac,каменсак
dourthe,дурт
verde,верде
comme,ком
villanueva,виллануева
espiral,эшпирал
fils,фис
garrel,гаррель
roble,робл
croix,круа
basconcillos,басконсильос
bricco,брикко
gerard,жерар
valleselle,валлезелле
marcherato,марчерато
mandelotte,манделотт
tancia,танча
armani,армани
sobreno,собреньо
llanos,льянос
l'angelus,л'анжелюс
sanroch,санро
sileni,силени
fuendejalon,фуэндехалон
baga,бага
delicato,деликато
noto,ното
lucien,люсьен
fondatore,фондаторе
otima,отима
l'ermita,л'эрмита
adro,адру
furba,фурба
prades,прад
alcamo,алькамо
terrazas,терразас
irrosso,ирроссо
girardi,жирарди
chadwick,чедвик
curicano,курикано
dugal,дугаль
parisien,паризтен
sainte,сент
magnien,маньен
garduna,гардунья
vineyards,виньярдс
zuccolo,зукколо
medoc,медок
turtles,тёртлс
podium,подиум
loic,лоик
paradis,паради
landlust,лэндласт
parellada,парельяда
sousa,соуза
croere,кроэрэ
valserrano,вальсеррано
carqueixal,каркешал
burgundy,бургундия
pirque,пирке
nuviana,нувиана
zhivago,живаго
jump,джамп
bula,була
videncia,виденсия
cardus,кардюк
cum,кум
verdejo-macabeo,вердехо-макабео
sevre,сюр
barefoot,берфут
expression,экспресьон
cantemerle,кантмерль
col,коль
frappato,фраппато
ophicus,офикус
biengarten,бингартен
arneis,арнеис
covanegra,кованегра
gin-tonic,джин-тоник
lampe,ламп
nira,нира
isonzo,изонцо
piemonte,пьемонт
sparsi,спарси
florin,флорен
colli,колли
colbert,кольберт
hacienda,асьенда
sicilia,сисилия
ivanovka,ивановка
riparosso,рипароссо
booth,бут
cuatro,куатро
albia,албия
highland,хайланд
margot,марго
macrina,макрина
dracy,драси
d'albola,д’альбола
pedro,педро
abandonado,абандонадо
ventisquero,вентискуэро
javier,хавьер
collio,коллио
campo,кампо
micina,мичина
minini,минини
manso,мансо
descobridores,дешкобридореш
dal,дал
benanti,бенанти
rosazzo,розаццо
seguin,сеган
and,энд
val,вид
kaan,каан
est,эст
pro,про
bernarderie,бернардери
milamore,миламоре
rosado-tempranillo,росадо-темпранильо
canneto,каннето
santos,сантос
beluga,белуга
vaqueyras,вакейрас
fioris,фьорис
savigny-les-beaune,савини-ле-бон
greco,греко
cesanese,чезанезе
nera,нера
privado,привадо
aquarella,акварелла
cyprus,кипрус
doc,д'а
clement,клеман
alfa,альфа
santofimia,сантофимия
d'anjou,д'анжу
lombardina,ломбардина
montalcino,монтальчино
grave,грейв
viviani,вивиани
diablo,дьябло
penasol,пеньясол
boldos,болдос
bakan,бакан
rios,риос
evel,эвел
castelsina,кастельсина
sonnenuhr,зонненур
morgeot,моржо
garnacha-moristel-syrah,гарнача-мористель-сира
adati,адати
fume,фуме
gascon,гаскон
private,прайват
meffre,мэфр
cline,клайн
anno,анно
rose,роуз
baroja,бароха
orsone,орсоне
idig,идиг
romans,романс
alata,алата
emmanuel,эммануэль
meursault,мерсо
mesa,меса
cont'ugo,конт'уго
bosca,боска
tavernello,тавернелло
helena,хелена
arzuaga,арзуага
graciano,грасиано
cupa,купа
critone,критоне
brezza,брецца
sauza,сауза
esmeralda,эсмеральда
troia,тройа
castelgiocondo,кастельджокондо
l'oratoire,л`оратуа
noa,ноа
superieur,супериёр
barric,баррик
perey,перей
garcia,гарсиа
portas,порташ
expression,экспрессьон
etna,этна
simon,симон
rose,розе
anares,анярес
blason,бласон
marea,мареа
lugarara,лугарара
montepulciano,монтепульчано
basket,баскет
cerasuolo,черасуоло
barrels,баррелс
celeste,селесте
valade,валад
letter,леттер
rocche,рокке
cansado,кансадо
estate,эстейт
finca,финка
calabrone,калаброне
trocken,трокен
balcony,бэлкони
catarratto,катарратто
lojera,лоера
gruner,грюнер
poisard,пуазар
manduria,мандурия
palau,палау
monier,монье
simonsig,симонсиг
masson,массон
valley,велли
luzada,люсада
premium,премиум
bosque,боске
ribolla,рибола
vajra,вайра
carrizal,карризал
naudeau,нодо
margelle,маржеле
miracle,миракль
rouge,руж
cap,кап
bonacosta,бонакоста
fattoria,фаттория
terrassen,террассен
bascarlon,баскарлон
fiorino,фиорино
carlo,калео
fourtet,фуртэ
radio,радио
anaperenna,анаперенна
curezza,курецца
bichot,бишо
chantelys,шантели
retreat,ритрит
corbin,корбен
solitaire,солитер
siran,сиран
privada,привада
saperavi-cabernet,саперави-каберне
l'oratoire,л'оратуар
joubert,жубер
barail,барай
avellino,авеллино
rueda,руэда
codici,кодичи
guidalberto,гуидальберто
rabell,рабель
lacas,лакас
clementine,клемантин
cerro,черро
shiraz-cabernet-merlot,шираз-каберне-мерло
chenin,шенин
thurgau,тургау
gratallops,граталлопс
landlust,ландлуст
tierra,тьера
colombier-monpelou,коломбье-монпелу
land,лэнд
lontane,лонтане
buglioni,бульони
tacco,такко
gimmeldinger,гиммельдингер
saric,сарик
rocal,рокаль
macarena,макарена
qvevri,квеври
nuit,нюи
chiton,читон
abrau,абрау
agiotage,ажиотаж
abruzzo,абруццо
saint-michel,сен-мишель
d'heure,д’ор
vinparaiso,винпараисо
gevrey-chambertin,жевре-шамбертен
lanlay,ланлей
zonin,зонин
siciliane,сичилиане
antigas,антигас
kinor,кинор
rhone,код
brocard,брокар
campostella,кампостелла
cellaro,селларо
blanco,бланко
espadeiro,эшпадейро
narciso,нарчизо
borgo,борго
mourvedre,мурведр
muller,мюллер
blaye,вьей
braccesca,браческа
chateau,шапу
golfo,гольфо
borie,бори
jany,жани
rapido,рапидо
valle,вале
long,лонг
novare,новаре
patrizio,патрицио
wolftrap,волфтрэп
mauny,мони
coleccion,колексьон
pimenta,пимента
perruchon,перрюшон
tavkveri,тавквери
lavina,лавина
nuala,нуала
lavo,лаво
prieure,приоре
fuerte,фуэрте
ferriere,феррьер
santa,ана
medoc,медос
terralis,терралис
fauno,фауно
wooded,вудед
reservado,резервадо
bradan,брадан
grigio,гриджио
victoria,виктория
vindoro,виндоро
verano,верано
bernar,бернар
halkidiki,халкидики
tocornal,токорнал
forra,форра
saint-julien,сен-жюльен
gasconierre,гасконьер
placette,пласетт
plantey,планте
papa,папа
falangina,фалангина
malnera,мальнера
vernous,верну
vinho,виньо
lalande-borie,лаланд-бори
speciale,спесьаль
bertrand,бертран
xibrana,хибрана
portugal,португал
flat,флэт
moulis-en-medoc,мули-ан-медок
sassi,сасси
ciro,чиро
vespucci,веспуччи
nouveau,нуво
vetus,ветус
tertre,тертр
suss,зюсс
ornellaia,орнеллайя
labarthe,лабарт
rheinhessen,рейнхессен
susana,сусана
velsini,вельсини
ser,сир
markus,маркус
caliza,калиса
stolichnaya,столичная
cascai,каскаи
chaudron,шодрон
colombard,коломбар
brolettino,бролеттино
trois,труа
venezia,венеция
retuerta,ретуэрта
murari,мурари
ego,эго
grenache-mataro-shiraz,гренаш-матаро-шираз
case,казе
cruzares,крузарес
ador,адор
salmos,сальмос
savanna,саванна
tistin,тистин
montessora,монтессора
douro,дору
koonunga,кунунга
superiore,сюперьоре
picon,пикон
caroline,каролин
pallet,палле
aire,айре
vouvray,вувре
pagos,пагос
paloumey,палумей
casali,казали
condes,кондес
elena,елена
moscatel,мускатель
caravagio,караваджо
crognolo,кроньоло
olmaia,олмайя
lacoste-borie,лакост-бори
neprica,неприка
almaviva,альмавива
orach,орах
riesling,рислинг
casada,казада
corvos,корвос
branco,бранка
sixte,сикст
maximus,максимус
roger,роже
laforet,лафоре
valentin,валентин
franzinelli,франзинелли
valparaiso,вальпараисо
lane,лейн
fazi,фате
vitiano,витиано
vermots,вермо
albrecht,альбрехт
blush,блаш
clan,клан
rully,рюлли
morgon,моргон
cvne,кюне
negroamaro,негроамаро
puro,пуро
gobert,гобер
wachau,вахау
cigale,сигаль
rovittello,ровиттелло
love,лав
happy,хэппи
sala,сала
margherita,маргарита
dendl,дендль
serpa,серпа
fleur,флёр
valls,валлс
shumi,шуми
corton,кортон
lolo,лоло
tetra,тетра
passerelle,пассерель
bernard,бернард
baron,ладрон
adegas,адегаш
noel,ноэль
plaisir,плезир
lagune,лагун
agneau,агно
uomo,уомо
saz,сас
codax,кодакс
guarda,гуарда
clerc,клерк
pays,пэи
kerner,кернер
leonino,леонино
kanonkop,канонкоп
massai,массаи
vulture,вультуре
collection,коллекшн
poujeaux,пужо
quail,квейл
boundary,баундери
francois,франсуа
ronchedone,ронкедоне
hessen,гессен
vicenza,виченца
volnay,вольнэ
burlesque,бурлеск
vinho,винью
settesoli,сеттесоли
custoza,кустоза
vaudesir,водезир
privata,привата
amarose,амарозэ
meduse,медюз
tercic,терчич
spring,спринг
cubo,кубо
made,мэйд
pfersigberg,пферсигберг
cirsus,цирсус
ciffre,сифр
enchanted,энчантед
catuj,катуи
segla,сегла
fourchaume,фуршом
michel,микель
d'angludet,д'англюде
d'arry's,д'арри'с
lla,алла
aqui,аки
ruber,рубер
tassarolo,тассароло
noir,нуар
mancha,манча
caves,кавеш
tail,тэйл
heathcote,хиткот
requena,рекена
floridene,флориден
reulet,реуле
venica,веника
